,hTeam,hGoals,hPenalties,hResult,aTeam,aGoals,aPenalties,aResult,mType,mDate,comp
1096,Wales,0,,L,England,2,,W,Group Stage,26.03.11,"Euros 2012, Qualifiers"
1097,Bulgaria,0,,D,Switzerland,0,,D,Group Stage,26.03.11,"Euros 2012, Qualifiers"
1098,England,2,,D,Switzerland,2,,D,Group Stage,04.06.11,"Euros 2012, Qualifiers"
1099,Montenegro,1,,D,Bulgaria,1,,D,Group Stage,04.06.11,"Euros 2012, Qualifiers"
1100,Bulgaria,0,,L,England,3,,W,Group Stage,02.09.11,"Euros 2012, Qualifiers"
1101,Wales,2,,W,Montenegro,1,,L,Group Stage,02.09.11,"Euros 2012, Qualifiers"
1102,Switzerland,3,,W,Bulgaria,1,,L,Group Stage,06.09.11,"Euros 2012, Qualifiers"
1103,England,1,,W,Wales,0,,L,Group Stage,06.09.11,"Euros 2012, Qualifiers"
1104,Wales,2,,W,Switzerland,0,,L,Group Stage,07.10.11,"Euros 2012, Qualifiers"
1105,Montenegro,2,,D,England,2,,D,Group Stage,07.10.11,"Euros 2012, Qualifiers"
1106,Bulgaria,0,,L,Wales,1,,W,Group Stage,11.10.11,"Euros 2012, Qualifiers"
1107,Switzerland,2,,W,Montenegro,0,,L,Group Stage,11.10.11,"Euros 2012, Qualifiers"
1108,Iceland,1,,L,Norway,2,,W,Group Stage,03.09.10,"Euros 2012, Qualifiers"
1109,Portugal,4,,D,Cyprus,4,,D,Group Stage,03.09.10,"Euros 2012, Qualifiers"
1110,Denmark,1,,W,Iceland,0,,L,Group Stage,07.09.10,"Euros 2012, Qualifiers"
1111,Norway,1,,W,Portugal,0,,L,Group Stage,07.09.10,"Euros 2012, Qualifiers"
1112,Cyprus,1,,L,Norway,2,,W,Group Stage,08.10.10,"Euros 2012, Qualifiers"
1113,Portugal,3,,W,Denmark,1,,L,Group Stage,08.10.10,"Euros 2012, Qualifiers"
1114,Denmark,2,,W,Cyprus,0,,L,Group Stage,12.10.10,"Euros 2012, Qualifiers"
1115,Iceland,1,,L,Portugal,3,,W,Group Stage,12.10.10,"Euros 2012, Qualifiers"
1116,Cyprus,0,,D,Iceland,0,,D,Group Stage,26.03.11,"Euros 2012, Qualifiers"
1117,Norway,1,,D,Denmark,1,,D,Group Stage,26.03.11,"Euros 2012, Qualifiers"
1118,Iceland,0,,L,Denmark,2,,W,Group Stage,04.06.11,"Euros 2012, Qualifiers"
1119,Portugal,1,,W,Norway,0,,L,Group Stage,04.06.11,"Euros 2012, Qualifiers"
1120,Norway,1,,W,Iceland,0,,L,Group Stage,02.09.11,"Euros 2012, Qualifiers"
1121,Cyprus,0,,L,Portugal,4,,W,Group Stage,02.09.11,"Euros 2012, Qualifiers"
1122,Denmark,2,,W,Norway,0,,L,Group Stage,06.09.11,"Euros 2012, Qualifiers"
1123,Iceland,1,,W,Cyprus,0,,L,Group Stage,06.09.11,"Euros 2012, Qualifiers"
1124,Cyprus,1,,L,Denmark,4,,W,Group Stage,07.10.11,"Euros 2012, Qualifiers"
1125,Portugal,5,,W,Iceland,3,,L,Group Stage,07.10.11,"Euros 2012, Qualifiers"
1126,Denmark,2,,W,Portugal,1,,L,Group Stage,11.10.11,"Euros 2012, Qualifiers"
1127,Norway,3,,W,Cyprus,1,,L,Group Stage,11.10.11,"Euros 2012, Qualifiers"
1128,Lithuania,0,,D,Scotland,0,,D,Group Stage,03.09.10,"Euros 2012, Qualifiers"
1129,Liechtenstein,0,,L,Spain,4,,W,Group Stage,03.09.10,"Euros 2012, Qualifiers"
1130,Czech,0,,L,Lithuania,1,,W,Group Stage,07.09.10,"Euros 2012, Qualifiers"
1131,Scotland,2,,W,Liechtenstein,1,,L,Group Stage,07.09.10,"Euros 2012, Qualifiers"
1132,Czech,1,,W,Scotland,0,,L,Group Stage,08.10.10,"Euros 2012, Qualifiers"
1133,Spain,3,,W,Lithuania,1,,L,Group Stage,08.10.10,"Euros 2012, Qualifiers"
1134,Liechtenstein,0,,L,Czech,2,,W,Group Stage,12.10.10,"Euros 2012, Qualifiers"
1135,Scotland,2,,L,Spain,3,,W,Group Stage,12.10.10,"Euros 2012, Qualifiers"
1136,Spain,2,,W,Czech,1,,L,Group Stage,25.03.11,"Euros 2012, Qualifiers"
1137,Czech,2,,W,Liechtenstein,0,,L,Group Stage,29.03.11,"Euros 2012, Qualifiers"
1138,Lithuania,1,,L,Spain,3,,W,Group Stage,29.03.11,"Euros 2012, Qualifiers"
1139,Liechtenstein,2,,W,Lithuania,0,,L,Group Stage,03.06.11,"Euros 2012, Qualifiers"
1140,Lithuania,0,,D,Liechtenstein,0,,D,Group Stage,02.09.11,"Euros 2012, Qualifiers"
1141,Scotland,2,,D,Czech,2,,D,Group Stage,03.09.11,"Euros 2012, Qualifiers"
1142,Scotland,1,,W,Lithuania,0,,L,Group Stage,06.09.11,"Euros 2012, Qualifiers"
1143,Spain,6,,W,Liechtenstein,0,,L,Group Stage,06.09.11,"Euros 2012, Qualifiers"
1144,Czech,0,,L,Spain,2,,W,Group Stage,07.10.11,"Euros 2012, Qualifiers"
1145,Liechtenstein,0,,L,Scotland,1,,W,Group Stage,08.10.11,"Euros 2012, Qualifiers"
1146,Spain,3,,W,Scotland,1,,L,Group Stage,11.10.11,"Euros 2012, Qualifiers"
1147,Lithuania,1,,L,Czech,4,,W,Group Stage,11.10.11,"Euros 2012, Qualifiers"
1148,Germany,0,,L,Spain,1,,W,Final,29.06.08,Euros 2008
1149,Germany,3,,W,Türkiye,2,,L,Semi-finals,25.06.08,Euros 2008
1150,Russia,0,,L,Spain,3,,W,Semi-finals,26.06.08,Euros 2008
1151,Portugal,2,,L,Germany,3,,W,Quarter-finals,19.06.08,Euros 2008
1152,Croatia,1,1,L,Türkiye,1,3,W,Quarter-finals,20.06.08,Euros 2008
1153,Netherlands,1,,L,Russia,3,,W,Quarter-finals,21.06.08,Euros 2008
1154,Spain,0,4,W,Italy,0,2,L,Quarter-finals,22.06.08,Euros 2008
1155,Switzerland,0,,L,Czech,1,,W,Group Stage,07.06.08,Euros 2008
1156,Portugal,2,,W,Türkiye,0,,L,Group Stage,07.06.08,Euros 2008
1157,Czech,1,,L,Portugal,3,,W,Group Stage,11.06.08,Euros 2008
1158,Switzerland,1,,L,Türkiye,2,,W,Group Stage,11.06.08,Euros 2008
1159,Switzerland,2,,W,Portugal,0,,L,Group Stage,15.06.08,Euros 2008
1160,Türkiye,3,,W,Czech,2,,L,Group Stage,15.06.08,Euros 2008
1161,Austria,0,,L,Croatia,1,,W,Group Stage,08.06.08,Euros 2008
1162,Germany,2,,W,Poland,0,,L,Group Stage,08.06.08,Euros 2008
1163,Croatia,2,,W,Germany,1,,L,Group Stage,12.06.08,Euros 2008
1164,Austria,1,,D,Poland,1,,D,Group Stage,12.06.08,Euros 2008
1165,Austria,0,,L,Germany,1,,W,Group Stage,16.06.08,Euros 2008
1166,Poland,0,,L,Croatia,1,,W,Group Stage,16.06.08,Euros 2008
1167,Romania,0,,D,France,0,,D,Group Stage,09.06.08,Euros 2008
1168,Netherlands,3,,W,Italy,0,,L,Group Stage,09.06.08,Euros 2008
1169,Italy,1,,D,Romania,1,,D,Group Stage,13.06.08,Euros 2008
1170,Netherlands,4,,W,France,1,,L,Group Stage,13.06.08,Euros 2008
1171,France,0,,L,Italy,2,,W,Group Stage,17.06.08,Euros 2008
1172,Netherlands,2,,W,Romania,0,,L,Group Stage,17.06.08,Euros 2008
1173,Spain,4,,W,Russia,1,,L,Group Stage,10.06.08,Euros 2008
1174,Greece,0,,L,Sweden,2,,W,Group Stage,10.06.08,Euros 2008
1175,Sweden,1,,L,Spain,2,,W,Group Stage,14.06.08,Euros 2008
1176,Greece,0,,L,Russia,1,,W,Group Stage,14.06.08,Euros 2008
1177,Greece,1,,L,Spain,2,,W,Group Stage,18.06.08,Euros 2008
1178,Russia,2,,W,Sweden,0,,L,Group Stage,18.06.08,Euros 2008
1179,Belgium,0,,D,Kazakhstan,0,,D,Group Stage,16.08.06,"Euros 2008, Qualifiers"
1180,Serbia,1,,W,Azerbaijan,0,,L,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1181,Poland,1,,L,Finland,3,,W,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1182,Azerbaijan,1,,D,Kazakhstan,1,,D,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1183,Armenia,0,,L,Belgium,1,,W,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1184,Finland,1,,D,Portugal,1,,D,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1185,Poland,1,,D,Serbia,1,,D,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1186,Kazakhstan,0,,L,Poland,1,,W,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1187,Armenia,0,,D,Finland,0,,D,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1188,Serbia,1,,W,Belgium,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1189,Portugal,3,,W,Azerbaijan,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1190,Kazakhstan,0,,L,Finland,2,,W,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1191,Serbia,3,,W,Armenia,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1192,Poland,2,,W,Portugal,1,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1193,Belgium,3,,W,Azerbaijan,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1194,Finland,1,,W,Armenia,0,,L,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1195,Belgium,0,,L,Poland,1,,W,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1196,Portugal,3,,W,Kazakhstan,0,,L,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1197,Kazakhstan,2,,W,Serbia,1,,L,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1198,Poland,5,,W,Azerbaijan,0,,L,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1199,Portugal,4,,W,Belgium,0,,L,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1200,Azerbaijan,1,,W,Finland,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1201,Poland,1,,W,Armenia,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1202,Serbia,1,,D,Portugal,1,,D,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1203,Kazakhstan,1,,L,Armenia,2,,W,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1204,Azerbaijan,1,,L,Poland,3,,W,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1205,Finland,0,,L,Serbia,2,,W,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1206,Belgium,1,,L,Portugal,2,,W,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1207,Kazakhstan,1,,D,Azerbaijan,1,,D,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1208,Finland,2,,W,Belgium,0,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1209,Armenia,1,,W,Poland,0,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1210,Armenia,1,,D,Portugal,1,,D,Group Stage,22.08.07,"Euros 2008, Qualifiers"
1211,Finland,2,,W,Kazakhstan,1,,L,Group Stage,22.08.07,"Euros 2008, Qualifiers"
1212,Belgium,3,,W,Serbia,2,,L,Group Stage,22.08.07,"Euros 2008, Qualifiers"
1213,Serbia,0,,D,Finland,0,,D,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1214,Portugal,2,,D,Poland,2,,D,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1215,Kazakhstan,2,,D,Belgium,2,,D,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1216,Finland,0,,D,Poland,0,,D,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1217,Portugal,1,,D,Serbia,1,,D,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1218,Armenia,0,,D,Serbia,0,,D,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1219,Azerbaijan,0,,L,Portugal,2,,W,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1220,Poland,3,,W,Kazakhstan,1,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1221,Belgium,0,,D,Finland,0,,D,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1222,Kazakhstan,1,,L,Portugal,2,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1223,Azerbaijan,1,,L,Serbia,6,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1224,Belgium,3,,W,Armenia,0,,L,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1225,Finland,2,,W,Azerbaijan,1,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1226,Poland,2,,W,Belgium,0,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1227,Portugal,1,,W,Armenia,0,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1228,Armenia,0,,L,Kazakhstan,1,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1229,Azerbaijan,0,,L,Belgium,1,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1230,Portugal,0,,D,Finland,0,,D,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1231,Serbia,2,,D,Poland,2,,D,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1232,Serbia,1,,W,Kazakhstan,0,,L,Group Stage,24.11.07,"Euros 2008, Qualifiers"
1233,Faroe Islands,0,,L,Georgia,6,,W,Group Stage,16.08.06,"Euros 2008, Qualifiers"
1234,Scotland,6,,W,Faroe Islands,0,,L,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1235,Georgia,0,,L,France,3,,W,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1236,Italy,1,,D,Lithuania,1,,D,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1237,Lithuania,1,,L,Scotland,2,,W,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1238,Ukraine,3,,W,Georgia,2,,L,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1239,France,3,,W,Italy,1,,L,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1240,Faroe Islands,0,,L,Lithuania,1,,W,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1241,Scotland,1,,W,France,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1242,Italy,2,,W,Ukraine,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1243,France,5,,W,Faroe Islands,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1244,Georgia,1,,L,Italy,3,,W,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1245,Ukraine,2,,W,Scotland,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1246,Scotland,2,,W,Georgia,1,,L,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1247,Faroe Islands,0,,L,Ukraine,2,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1248,Lithuania,0,,L,France,1,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1249,Georgia,3,,W,Faroe Islands,1,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1250,Ukraine,1,,W,Lithuania,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1251,Italy,2,,W,Scotland,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1252,Lithuania,1,,W,Georgia,0,,L,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1253,Faroe Islands,1,,L,Italy,2,,W,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1254,France,2,,W,Ukraine,0,,L,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1255,Faroe Islands,0,,L,Scotland,2,,W,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1256,Lithuania,0,,L,Italy,2,,W,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1257,France,1,,W,Georgia,0,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1258,Scotland,3,,W,Lithuania,1,,L,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1259,Georgia,1,,D,Ukraine,1,,D,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1260,Italy,0,,D,France,0,,D,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1261,Lithuania,2,,W,Faroe Islands,1,,L,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1262,Ukraine,1,,L,Italy,2,,W,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1263,France,0,,L,Scotland,1,,W,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1264,Scotland,3,,W,Ukraine,1,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1265,Faroe Islands,0,,L,France,6,,W,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1266,Italy,2,,W,Georgia,0,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1267,Georgia,2,,W,Scotland,0,,L,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1268,Ukraine,5,,W,Faroe Islands,0,,L,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1269,France,2,,W,Lithuania,0,,L,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1270,Scotland,1,,L,Italy,2,,W,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1271,Lithuania,2,,W,Ukraine,0,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1272,Georgia,0,,L,Lithuania,2,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1273,Italy,3,,W,Faroe Islands,1,,L,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1274,Ukraine,2,,D,France,2,,D,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1275,Malta,2,,L,Bosnia,5,,W,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1276,Hungary,1,,L,Norway,4,,W,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1277,Moldova,0,,L,Greece,1,,W,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1278,Norway,2,,W,Moldova,0,,L,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1279,Türkiye,2,,W,Malta,0,,L,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1280,Bosnia,1,,L,Hungary,3,,W,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1281,Moldova,2,,D,Bosnia,2,,D,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1282,Hungary,0,,L,Türkiye,1,,W,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1283,Greece,1,,W,Norway,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1284,Malta,2,,W,Hungary,1,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1285,Türkiye,5,,W,Moldova,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1286,Bosnia,0,,L,Greece,4,,W,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1287,Moldova,1,,D,Malta,1,,D,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1288,Norway,1,,L,Bosnia,2,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1289,Greece,1,,L,Türkiye,4,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1290,Hungary,2,,W,Moldova,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1291,Malta,0,,L,Greece,1,,W,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1292,Türkiye,2,,D,Norway,2,,D,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1293,Greece,2,,W,Hungary,0,,L,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1294,Bosnia,3,,W,Türkiye,2,,L,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1295,Norway,4,,W,Malta,0,,L,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1296,Norway,4,,W,Hungary,0,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1297,Bosnia,1,,W,Malta,0,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1298,Greece,2,,W,Moldova,1,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1299,Hungary,1,,W,Bosnia,0,,L,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1300,Malta,2,,D,Türkiye,2,,D,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1301,Moldova,0,,L,Norway,1,,W,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1302,Norway,2,,D,Greece,2,,D,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1303,Türkiye,3,,W,Hungary,0,,L,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1304,Bosnia,0,,L,Moldova,1,,W,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1305,Hungary,2,,W,Malta,0,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1306,Moldova,1,,D,Türkiye,1,,D,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1307,Greece,3,,W,Bosnia,2,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1308,Malta,2,,L,Moldova,3,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1309,Türkiye,0,,L,Greece,1,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1310,Bosnia,0,,L,Norway,2,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1311,Moldova,3,,W,Hungary,0,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1312,Norway,1,,L,Türkiye,2,,W,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1313,Greece,5,,W,Malta,0,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1314,Malta,1,,L,Norway,4,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1315,Türkiye,1,,W,Bosnia,0,,L,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1316,Hungary,1,,L,Greece,2,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1317,Czech,2,,W,Wales,1,,L,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1318,Slovakia,6,,W,Cyprus,1,,L,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1319,Germany,1,,W,Ireland,0,,L,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1320,Slovakia,0,,L,Czech,3,,W,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1321,San Marino,0,,L,Germany,13,,W,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1322,Wales,1,,L,Slovakia,5,,W,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1323,Czech,7,,W,San Marino,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1324,Cyprus,5,,W,Ireland,2,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1325,Ireland,1,,D,Czech,1,,D,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1326,Slovakia,1,,L,Germany,4,,W,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1327,Wales,3,,W,Cyprus,1,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1328,Cyprus,1,,D,Germany,1,,D,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1329,Ireland,5,,W,San Marino,0,,L,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1330,San Marino,1,,L,Ireland,2,,W,Group Stage,07.02.07,"Euros 2008, Qualifiers"
1331,Ireland,1,,W,Wales,0,,L,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1332,Cyprus,1,,L,Slovakia,3,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1333,Czech,1,,L,Germany,2,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
1334,Czech,1,,W,Cyprus,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1335,Ireland,1,,W,Slovakia,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1336,Wales,3,,W,San Marino,0,,L,Group Stage,28.03.07,"Euros 2008, Qualifiers"
1337,Wales,0,,D,Czech,0,,D,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1338,Germany,6,,W,San Marino,0,,L,Group Stage,02.06.07,"Euros 2008, Qualifiers"
1339,Germany,2,,W,Slovakia,1,,L,Group Stage,06.06.07,"Euros 2008, Qualifiers"
1340,San Marino,0,,L,Cyprus,1,,W,Group Stage,22.08.07,"Euros 2008, Qualifiers"
1341,San Marino,0,,L,Czech,3,,W,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1342,Slovakia,2,,D,Ireland,2,,D,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1343,Wales,0,,L,Germany,2,,W,Group Stage,08.09.07,"Euros 2008, Qualifiers"
1344,Slovakia,2,,L,Wales,5,,W,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1345,Cyprus,3,,W,San Marino,0,,L,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1346,Czech,1,,W,Ireland,0,,L,Group Stage,12.09.07,"Euros 2008, Qualifiers"
1347,Slovakia,7,,W,San Marino,0,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1348,Cyprus,3,,W,Wales,1,,L,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1349,Ireland,0,,D,Germany,0,,D,Group Stage,13.10.07,"Euros 2008, Qualifiers"
1350,San Marino,1,,L,Wales,2,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1351,Ireland,1,,D,Cyprus,1,,D,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1352,Germany,0,,L,Czech,3,,W,Group Stage,17.10.07,"Euros 2008, Qualifiers"
1353,Wales,2,,D,Ireland,2,,D,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1354,Germany,4,,W,Cyprus,0,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1355,Czech,3,,W,Slovakia,1,,L,Group Stage,17.11.07,"Euros 2008, Qualifiers"
1356,Cyprus,0,,L,Czech,2,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1357,Germany,0,,D,Wales,0,,D,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1358,San Marino,0,,L,Slovakia,5,,W,Group Stage,21.11.07,"Euros 2008, Qualifiers"
1359,Estonia,0,,L,N.Macedonia,1,,W,Group Stage,16.08.06,"Euros 2008, Qualifiers"
1360,England,5,,W,Andorra,0,,L,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1361,Estonia,0,,L,Israel,1,,W,Group Stage,02.09.06,"Euros 2008, Qualifiers"
1362,Russia,0,,D,Croatia,0,,D,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1363,Israel,4,,W,Andorra,1,,L,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1364,N.Macedonia,0,,L,England,1,,W,Group Stage,06.09.06,"Euros 2008, Qualifiers"
1365,Russia,1,,D,Israel,1,,D,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1366,England,0,,D,N.Macedonia,0,,D,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1367,Croatia,7,,W,Andorra,0,,L,Group Stage,07.10.06,"Euros 2008, Qualifiers"
1368,Andorra,0,,L,N.Macedonia,3,,W,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1369,Russia,2,,W,Estonia,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1370,Croatia,2,,W,England,0,,L,Group Stage,11.10.06,"Euros 2008, Qualifiers"
1371,N.Macedonia,0,,L,Russia,2,,W,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1372,Israel,3,,L,Croatia,4,,W,Group Stage,15.11.06,"Euros 2008, Qualifiers"
1373,Estonia,0,,L,Russia,2,,W,Group Stage,24.03.07,"Euros 2008, Qualifiers"
